207,"Accounting for the environment (The greening of accountancy, part II) ","Gray, Rob",8234,1993,London : Paul Chapman Publishing Ltd,Business Administration,Reference Books,1
208,Accounting principles 1993,"Weygandt, Jerry J.",8243,1993,New York : John Wiley And Sons,Business Administration,Reference Books,1
209,Accounting principles ,"Weygandt, Jerry J.",8244,1993,New York : John Wiley And Sons,Business Administration,Reference Books,2
210,"Accounting, concepts And applications ","Albrecht, W. Steve",2770,2005,Ohio : Thomson,Business Administration,Reference Books,1
211,"Aces : the last season on the mound with the Oakland A's Big Three : Tim Hudson, Mark Mulder","Urban, Mychael",3124,2005,Hoboken : John Wiley,Entertainment,Reference Books,1
212,"Aces : the last season on the mound with the Oakland A's Big Three : Tim Hudson, Mark Mulder, and Ba","Urban, Mychael",3123,2005,N.J. : John Wiley And Sons,Entertainment,Reference Books,1
213,"Achieving accountability in higher education : balancing public, academic, and market demands ","Burke, Joseph C.",3125,2004,San Francisco : Jossey-Bass,Social Sciences,Reference Books,1
214,Achieving cultural change in networked libraries ,"Reid, Bruce J.",5888,2000,Aldershot : Gower,Social Sciences,Reference Books,1
215,Achieving maximum value from information systems: a processs approach ,"Remenyi, Dan",55872,1997,Chichester ; New York : John Wiley And Sons,Business Administration,Reference Books,1
216,Achieving the competitive edge : a practical guide to world-class competition ,"Jackson, Harry K.",3126,1996,New York : John Wiley And Sons,Business Administration,Reference Books,1
217,ACLS provider manual ,"Cummins, Richard O.",52287,2001,Texas : American Heart Association,Biomedical Engineering,Reference Books,1
218,"Acoustics, mechanics, and the related topics of Mathematicsematical analysis. CAES du CNRS, Frejus, France","Wirgin, Armand",6815,2002,New Jersey : World Scientific,Mathematics,Reference Books,20
219,Acrobat 6 and PDF solutions ,"Tally, Taz",3127,2004,San Francisc : SYBEX,Computer Science And Engineering,Reference Books,1
220,Action research and organizational development ,"Cunningham, J. Barton",2587,1993,Conn. : Praeger,Other Areas,Reference Books,1
221,Active alpha : a portfolio approach to selecting and managing alternative investments 2007,"Dorsey, Alan H.",3128,2007,Hoboken : John Wiley,Business Administration,Reference Books,1
222,Active alpha : a portfolio approach to selecting and managing alternative investments ,"Dorsey, Alan H.",3129,2007,Hoboken : John Wiley,Business Administration,Reference Books,1
223,Active and non-linear electronics ,"Schubert, Thomas F.",1753,1996,New York : Jonh Wiley,Electronic And Telecommunication Engineering,Reference Books,1
224,"Active Directory best practices 24seven : migrating, designing, and troubleshooting ","Price, Brad",3130,2004,San Francisc : SYBEX,Computer Science And Engineering,Reference Books,1
225,Active filters for communications and instrumentation ,Unknown,52255,1979,New York  : McGraw-Hill Book Co.,Electronic And Telecommunication Engineering,Reference Books,1
226,Active index investing : maximizing portfolio performance and minimizing risk through global index s,"Schoenfeld, Steven A.",3131,2004,Hoboken : John Wiley,Business Administration,Reference Books,1
227,Active Java : Object-oriented programming for the World Wide Web ,"Freeman, Adam",5126,1996,Harlow : Addison-Wesley,Computer Science And Engineering,Reference Books,1
228,Active network analysis ,"Chen, Wai-Kai 1936-",54145,1991,Singapore : World Scientific,Electronic And Telecommunication Engineering,Reference Books,1
229,Active network analysis: Problems And solutions ,"Chen, Wai-Kai",55133,1993,Singapore : World Scientific,Electronic And Telecommunication Engineering,Reference Books,1
230,Active networks and active network management : A proactive management framework ,"Bush, Stephen F.",1938,2001,New York : Kluwer Academic/Plenum,Computer Science And Engineering,Reference Books,1
231,Active sensors for local planning in mobile robotics ,"Smith, Penelope Probert.",8126,2001,New Jersey : World Scientific,Electronic And Telecommunication Engineering,Reference Books,1
232,Active talk : The effective use of discussion in learning ,"Van Ments, Morry",6474,1990,New York : St Martin's Press Inc,Social Sciences,Reference Books,1
233,Ad Hoc And sensor networks: Theory and applications ,"De Morais Cordeiro, Carlos.",55346,2006,New Jersey : World Scientific,Electronic And Telecommunication Engineering,Reference Books,3
234,Ada for software engineers ,"Ben-Ari, M.",1366,1998,Chichester ; New York : Wiley,Computer Science And Engineering,Curriculum,2
235,Adaptation in natural and artificial systems : an introductory analysis with applications to biology,"Holland, John H.",8350,1992,Cambridge : MIT Press,Biotechnology,Reference Books,1
236,Adaptive antennas for wireless communications ,"Tsoulos, George V., 1968-",3132,2000,New York : IEEE Press,Electronic And Telecommunication Engineering,Reference Books,1
237,"Adaptive approximation based control : unifying neural, fuzzy and traditional adaptive approximation","Farrell, Jay",3133,2006,N.J. : John Wiley And Sons,Electronic And Telecommunication Engineering,Reference Books,1
238,Adaptive control ,"Astrom, Karl J.",8097,1989,Massachusetts : Addison-Wesley Publishing ,Electronic And Telecommunication Engineering,Reference Books,1
239,"Adaptive control : stability, convergence, and robustness ","Sastry, Shankar",8094,1989,New York : Prentice Hall,Electronic And Telecommunication Engineering,Reference Books,1
240,Adaptive control systems ,Unknown,1739,1963,"Oxford, New York : Symposium Publications Division, Pergamon Press",Electronic And Telecommunication Engineering,Curriculum,1
241,Adaptive filter theory ,"Haykin, Simon",4917,2001,New Jersey : Prentice Hall,Electronic And Telecommunication Engineering,Curriculum,1
242,Adaptive fuzzy systems and control : design and stability analysis ,"Wang, Li-Xin",8098,1994,New Jersey : PTR Prentice Hall,Electronic And Telecommunication Engineering,Reference Books,1
243,Adaptive Methods for Control System Design 1986,"Gupta, Madan M.",8096,1986,New York : IEEE Press,Electronic And Telecommunication Engineering,Reference Books,1
244,Adaptive Methods for Control System Design ,"Lees, W.A.",52473,1984,London : Design Council,Other Areas,Reference Books,1
245,"Adaptive optics for vision science : principles, practices, design, and applications ","Porter, Jason",3134,2006,N.J. : Wiley-Interscience,Electronic And Telecommunication Engineering,Reference Books,1
246,"Adaptive, learning, and pattern recognition systems : Theory and applications ","Mendel, J. M., 1938-",1665,1970,New York : Academic Press,Mathematics,Curriculum,1
247,Administering Windows server 2008 server core ,"Mueller, John, 1958-",3135,2008,Ind. : Sybex,Computer Science And Engineering,Reference Books,1
248,Administering Windows Vista security : the big surprises ,"Minasi, Mark",3136,2007,"Indianapolis, IN : John Wiley And Sons",Computer Science And Engineering,Reference Books,1
249,Administrative control and executive action ,"Lemke, Bernhard Carl, (ed.)",2699,1972,Columbus : Merrill,Business Administration,Reference Books,1
250,Adobe : Web design And publishing unleashed ,"Brown, Dave",5500,1997,Indianapolis : Sams.net,Computer Science And Engineering,Reference Books,1
251,"Adobe Acrobat, version 3.0",Unknown,56521,1997,California : Adobe Press,Computer Science And Engineering,Reference Books,1
252,Adobe FrameMaker: version 5.5,Unknown,56781,1997,California : Adobe Press,Computer Science And Engineering,Reference Books,1
253,Adobe GoLive 5 for Windows and Macintosh ,"Brisbin, Shelly",5619,2000,"Berkeley, Calif : Peachpit press",Computer Science And Engineering,Reference Books,1
254,Adobe imagestyler in depth ,"Chabrier, Agnès, 1914-",5615,1999,Arizona : Coriolis,Computer Science And Engineering,Reference Books,1
255,Adobe InDesign 1.5: advanced electronic mechanicals,Unknown,56542,2001,New Jersey : Prentice Hall,Computer Science And Engineering,Reference Books,1
256,Adobe InDesign: classroom in a book,Unknown,56756,1999,California : Adobe,Computer Science And Engineering,Reference Books,1
257,Adobe PageMaker : for Macintosh : the official training workbook for the Adobe Certification Program,Unknown,56686,1995,Indianapolis : Hayden,Computer Science And Engineering,Reference Books,1
258,Adobe PageMill 3 fx and design ,"Gray, Daniel, 1961-",5608,1998,New York : Coriolis Group Books,Computer Science And Engineering,Reference Books,1
259,Adobe: building and living with earth ,"Romero, Orlando",58004,1994,New York : Houghton Mifflin,Civil Engineering,Reference Books,1
260,Adolescent risk and vulnerability : Concepts and measurement ,"Fischhoff, Baruch",6395,2001,"Washington, D.C : National Academy Press",Social Sciences,Reference Books,2
261,Adopting new medical technology ,"Committee on Technological Innovation in Medicine, Institute of Medicine",52474,1994,Washington : National Academy Press,Biomedical Engineering,Reference Books,1
262,Adrift in the oceans of mercy ,"Booth,Martin",54066,1996,London : Pocket Books,Literature And Art,Reference Books,1
263,Adult and continuing education in Malaysia ,"Muhamad, Mazanah",6542,2001,"Malaysia : Universiti Putra Malaysia Press ; Hamburg, Germany : UNESCO Institute for Education",Social Sciences,Reference Books,1
264,Adult development and learning ,"Knox, Alan B., 1931-",6562,1977,San Francisco : Jossey-Bass publishers,Social Sciences,Reference Books,1
265,Adult education in the American experience : from the colonial period to the present ,"Stubblefield, Harold W.",3137,1994,San Francisco : Jossey-Bass,Social Sciences,Reference Books,1
266,Adult learners in the academy ,"Bash, Lee Bash",3138,2003,Bolton : Anker,Social Sciences,Reference Books,1
267,"Adult learners, adult education and the community ","Brookfield, Stephen",6485,1983,Bukingham : Open University Press,Social Sciences,Reference Books,2
268,Adult learning in your classroom ,Unknown,6537,1989,"Minneapolis, Minn. : Lakewood Books",Social Sciences,Reference Books,1
269,"Adult literacy, basic skills and libraries ","Bramley, Gerry",6551,1991,London : Library Association Publishing,Social Sciences,Reference Books,1
270,Adults as learners : Increasing participation and facilitating learning ,"Cross, K. Patricia",6557,1981,San Francisco : Jossey-bass publishers,Social Sciences,Reference Books,1
271,Advanced analysis of gene expression microarray data ,"Zhang, Aidong",8351,2006,New Jersey : World Scientific,Biotechnology,Reference Books,1
272,"Advanced array systems, applications and RF technologies ","Fourikis, Nick.",55428,2000,San Diego ; London : Academic Press,Electronic And Telecommunication Engineering,Reference Books,1
273,Advanced biology ,"Jones, Mary",8352,1997,Cambridge : Cambridge University Press,Biomedical Engineering,Reference Books,1
274,Advanced bond portfolio management : best practices in modeling and strategies ,"Fabozzi, Frank J.",3140,2006,New Jersey : John Wiley,Business Administration,Reference Books,1
275,Advanced calculus 1955,"Taylor, Angus E.",11460,1955,Boston : Ginn and Company,Mathematics,Reference Books,1
276,Advanced calculus ,"Widder, David V., 1898-",6809,1989,New York : Dover Publications,Mathematics,Reference Books,1
277,Advanced cases in MIS ,"Brady, Joseph A.",55840,2000,"Cambridge, Ma. : Course Technology",Business Administration,Reference Books,1
278,Advanced chemistry 1992,"Matthews, Philip",7096,1992,Cambridge : Cambridge university press,Biotechnology,Curriculum,1
279,Advanced chemistry ,"Matthews, Philip",7097,1992,Cambridge : Cambridge university press,Chemical Applications,Curriculum,1
280,Advanced computer architecture and parallel processing ,"El-Rewini, Hesham",1326,2005,"Hoboken, N.J. : Wiley",Computer Science And Engineering,Reference Books,2
281,"Advanced courses of Mathematicsematical analysis I. Cádiz, Spain 22-27 September 2002 : Proceedings of the","Aizpuru-Tomás, A.",6814,2004,New Jersey : World Scientific,Mathematics,Reference Books,20
282,Advanced design concepts for engineers ,"Dhillon, B. S.",57251,1998,Lancaster : Technomic Pub. Co.,Other Areas,Reference Books,1
283,Advanced device modelling and simulation ,Unknown,54208,2003,New Jersey : World Scientific,Electronic And Telecommunication Engineering,Reference Books,1
284,Advanced dynamics : Modeling and analysis ,"D'Souza, A. Frank",1724,1984,"Englewood Cliffs, N.J. : Prentice Hall",Physics,Reference Books,1
285,Advanced dynamic-system simulation : model-replication techniques and Monte Carlo simulation ,"Korn, Granino A.",3141,2007,Hoboken : John Wiley,Electronic And Telecommunication Engineering,Reference Books,1
286,Advanced electromagnetism and vacuum physics ,"Cornille, Patrick",7070,2003,Singapore : World Scientific,Natural Science,Reference Books,1
287,Advanced electronic circuit design ,"Comer, David J., 1939-",4901,2003,New Jersey : Jonh WileyAndSons,Electronic And Telecommunication Engineering,Curriculum,2
288,Advanced electronic packaging materials ,Unknown,56145,1990,"Pittsburgh, Pa. : Materials Research Society,",Electronic And Telecommunication Engineering,Reference Books,1
289,Advanced engineering dynamics ,"Ginsberg, ​ Jerry H.",52475,1998,New York : Cambridge University Press,Electronic And Telecommunication Engineering,Reference Books,1
290,Advanced engineering electromagnetics ,"Balanis, Constantine A., 1938-",52200,1989,New York : John Wiley And Son,Electronic And Telecommunication Engineering,Reference Books,1
291,Advanced engineering Mathematicsematics 2006,"Kreyszig, Erwin",2362,2006,"Hoboken, NJ : John WileyAndSons",Mathematics,Curriculum,1
292,Advanced engineering Mathematicsematics 2003,"Kreyszig, Erwin",5055,2003,New Jersey : John Wiley And Sons,Mathematics,Curriculum,1
293,Advanced engineering Mathematicsematics 1999,"Kreyszig, Erwin",52371,1999,New York : John Wiley And Son,Mathematics,Reference Books,2
294,Advanced engineering Mathematicsematics 2001,"Kreyszig, Erwin",52354,2001,New York : John Wiley And Son,Mathematics,Reference Books,1
295,Advanced engineering Mathematicsematics 1991,"O'Neil, Peter V.",52435,1991,Calif.  : Wadsworth Pub. Co.,Mathematics,Reference Books,1
296,Advanced engineering thermodynamics ,"Bejan, Adrian",3142,2006,Hoboken : John Wiley And​ Sons,Electronic And Telecommunication Engineering,Reference Books,1
297,Advanced ESR methods in polymer research ,"Schlick, Shulamith",3143,2006,N.J. : John Wiley And Sons,Biotechnology,Reference Books,1
298,Advanced fractal programming in C ,"Stevens, Roger T., 1927-",6796,1990,"Redwood city, CA : MAndT Books",Mathematics,Reference Books,2
299,Advanced geography ,"Nagle, Garrett",1644,2000,Oxford : Oxford University Press,Other Areas,Reference Books,1
300,Advanced Informix-4GL programming ,"Taylor, Art",5557,1995,Englewood Cliffs : Prentice Hall PTR,Computer Science And Engineering,Reference Books,1
301,Advanced inorganic chemistry 1999,"Cotton, F. Albert",7105,1999,New Jersey : Jonh WileyAndSons,Biotechnology,Curriculum,1
302,Advanced inorganic chemistry ,"Cotton, F. Albert",7106,1999,New Jersey : Jonh WileyAndSons,Biotechnology,Curriculum,2
303,"Advanced IT tools : IFIP World Conference on IT Tools, 2-6 September 1996, Canberra, Australia ","Terashima, Nobuyoshi",5711,1996,London : Chapman And Hall,Computer Science And Engineering,Reference Books,1
304,Advanced Java : development for the enterprise applications ,"Berg, Clifford J.",2180,1998,"Upper Saddle River, N.J. : Prentice Hall PTR",Computer Science And Engineering,Reference Books,1
305,Advanced Java 1.1 programming ,"Rice, Jeffrey C.",5156,1997,New York : McGraw-Hill,Computer Science And Engineering,Reference Books,1
306,Advanced Java networking ,"Sridharan, Prashant",5320,1997,"Upper Saddle River, N.J. : Prentice Hall",Computer Science And Engineering,Reference Books,1
307,Advanced Mathematicsematical And computational tools in metrology VI ,"Ciarlini, P",7542,2004,New Jersey : World Scientific,Physics,Reference Books,20
308,Advanced mechanics of materials 1998,"Bickford, William B.",7932,1998,Menlo Park : Addison-Wesley,Electronic And Telecommunication Engineering,Reference Books,1
309,Advanced mechanics of materials 1985,"Boresi, Arthur P. (Arthur Peter), 1924-",52353,1985,New York : John Wiley And Son,Civil Engineering,Reference Books,1
310,Advanced mechanics of materials ,"Boresi, ​ Arthur P.",52476,1993,New York : Willey,Civil Engineering,Reference Books,1
311,Advanced medical instrumentation and equipment ,"Sutphin, S. E.",52303,1987,N.J. : Prentice Hall,Biomedical Engineering,Reference Books,1
312,Advanced metallizations in microelectronics ,Unknown,55909,1990,"Pittsburgh, Pa. : Materials Research Society,",Electronic And Telecommunication Engineering,Reference Books,1
313,Advanced methods of structural analysis,Igor A. Karnovsky,53639,2010,New York: Springer,Civil Engineering,Curriculum,1
314,Advanced modeling in computational electromagnetic compatibility ,"Poljak, Dragan",3144,2007,Hoboken : John Wiley,Electronic And Telecommunication Engineering,Reference Books,1
315,Advanced modern engineering Mathematicsematics ,Unknown,2366,2003,"Harlow, England ; New York : Prentice Hall",Mathematics,Curriculum,1
316,Advanced MOS devices ,"Schroder, Dieter K.",57932,1987,"Reading, Mass. : Addison-Wesley Pub. Co.,",Electronic And Telecommunication Engineering,Reference Books,1
317,Advanced Oracle PL and SQL : programming with packages ,"Feuerstein, Steven",52273,1996,CA. : O'Reilly And Associates,Computer Science And Engineering,Reference Books,1
318,Advanced programmer's guide to the EGA and VGA ,"Sutty, George",5814,1988,New York : Brady Books,Computer Science And Engineering,Reference Books,1
319,Advanced programming and data structures using pascal ,"Riley, John H.",2240,1990,Boston : PWS-KENT pub. Co,Computer Science And Engineering,Reference Books,1
320,Advanced Reliability Modelling: The proceedings of the 2004 Asian International Workshop ,Unknown,52477,2004,New Jersey : World Scientific,Other Areas,Reference Books,20
321,Advanced robotics redundancy and optimization ,"Nakamura, Yoshihiko",8113,1991,New York : Addison-Wesley Publishing company,Electronic And Telecommunication Engineering,Reference Books,1
322,Advanced semiconductor fundamentals 2003,"Pierret, Robert F.",4914,2003,New Jersey : Prentice Hall,Electronic And Telecommunication Engineering,Reference Books,1
323,Advanced semiconductor fundamentals ,"Pierret, Robert F.",57935,1987,"Reading, Mass. : Addison-Wesley Pub. Co.",Electronic And Telecommunication Engineering,Reference Books,1
324,Advanced social psychology ,Unknown,60880,2010,Oxford ; New York : Oxford University Press,Business Administration,Curriculum,1
325,"Advanced stochastic models, risk assessment, and portfolio optimization : the ideal risk, uncertaint","Rachev, Svetlozar T.",3145,2008,Hoboken : John Wiley And​ Sons,Business Administration,Reference Books,1
326,"Advanced Studies of Flexible Robotic Manipulators: Modeling, Design, Control And Application ","Wang, Fei-Yue",8125,2003,Singapore : World Scientific,Electronic And Telecommunication Engineering,Reference Books,1
327,"Advanced swing trading : strategies to predict, identify, and trade future market swings ","Crane, John",3146,2003,"Hoboken, N.J. : John Wiley And Sons",Business Administration,Reference Books,1
328,Advanced techniques for Java developers ,"Berg, Daniel J.",2233,1999,New York : John Wiley And Sons,Computer Science And Engineering,Reference Books,1
329,"Advanced technology in education : An introduction to Videodiscs, robotics, optical memory, peripher","Horn, Royal Van",6479,1991,"Pacific Grove, Calif. : Brooks/Cole Pub. Co",Social Sciences,Reference Books,1
330,Advanced theory of semiconductor ,"Hess, Karl",54993,2000,New York : IEEE Press,Electronic And Telecommunication Engineering,Reference Books,1
331,Advanced theory of vibration : (nonlinear vibration and one-dimensional structures) ,"Rao, J. S.",52478,1992,New York : John Wiley And​ Sons,Electronic And Telecommunication Engineering,Reference Books,2
332,Advanced transport phenomena ,"Slattery, John Charles, 1932-",7864,1999,New York : Cambridge University Press,Chemical Applications,Reference Books,1
333,Advanced university physics ,"Palmer, Stuart B.",11625,1996,Australia : Gordon and Breach Publishers,Physics,Reference Books,1
334,Advanced WordPerfect using macro power ,"Due, Sharilyn S., 1964-",5546,1995,"Newton, MA : Digital Press",Business Administration,Reference Books,1
335,Advances in adaptive control ,"Narendra, Kumpati S.",8028,1991,New York : IEEE Press,Electronic And Telecommunication Engineering,Reference Books,1
336,Advances in algebra : Proceedings of the ICM Satellite Conference in Algebra and Related Topics ,"Shum, K. P.",6848,2003,New Jersey : World Scientific,Mathematics,Reference Books,20
337,"Advances in analysis : proceedings of the 4th International ISAAC Congress, York University, Toronto","Begehr, H. G. W.",6849,2005,New Jersey : World Scientific,Mathematics,Reference Books,20
338,Advances in Bioclimatology ,"Auliciems, Andris",6082,1998,Berlin : Springer-Verlag,Biotechnology,Reference Books,1
339,Advances in cereal and pseudocereal researches for functional foods ,Naofumi Morita,54099,2013,"New York : Nova Science Publisher's, Inc.",Food Technology,Reference Books,2
340,Advances in chemical physics ,"Rice, Stuart Alan, 1932-",3149,2007,N.J. : John Wiley And Sons,Chemical Applications,Reference Books,1
341,Advances in Chemical Physics 2004,"Rice, Stuart A.",3148,2004,N.J. : John Wiley And Sons,Chemical Applications,Reference Books,1
342,Advances in chemical physics 2005,"Rice, Stuart Alan, 1932-",3147,2005,New Jersey : John Wiley And Sons,Biomedical Engineering,Reference Books,1
343,Advances in chemical physics 2007,"Rice, Stuart A.",3150,2007,Hoboken : John Wiley,Chemical Applications,Reference Books,1
344,Advances in chemical physics. Vol. 126 ,"Prigogine, I,",3151,2003,Hoboken : John Wiley,Chemical Applications,Reference Books,1
345,Advances in chemical physics. Vol. 127 ,"Prigogine, I,",3152,2003,Hoboken : John Wiley,Chemical Applications,Reference Books,1
346,Advances in computational methods in structural mechanics and design ,"Oden, J. T. (John Tinsley), 1936-, (ed.)",52461,1972,Ala. : UAH Press,Biomedical Engineering,Reference Books,1
347,Advances in computer graphics IV ,"Hewitt, W. T.",5771,1991,Berlin : Springer-Verlag,Computer Science And Engineering,Reference Books,1
348,Advances in Drug Discovery Techniques.,Alan L. Harvey (editor),54097,1998,New York: John Wiley And Sons,Biotechnology,Curriculum,20
349,"Advances in dynamics, instrumentation and control [electronic resource] : proceedings of the 2004 In",Unknown,52479,2004,New Jersey : World Scientific,Natural Science,Reference Books,17
350,Advances in electronic packaging 1993,"ASME International Electronics Packaging Conference (2nd Binghamton, N.Y)",55994,1993,New York : American Society of Mechanical En,Electronic And Telecommunication Engineering,Reference Books,1
351,Advances in electronic packaging,"ASME International Electronics Packaging Conference n(2nd Binghamton, N.Y)",57752,1993,New York : American Society of Mechanical En,Electronic And Telecommunication Engineering,Reference Books,1
352,Advances in Electronicardiology 2004 ,Unknown,52480,2005,New Jersey : World Scientific,Biomedical Engineering,Reference Books,20
353,Advances in energy transfer processes : proceedings of the 16th course of the International School o,"Bartolo, Baldassare Di",7483,2001,New Jersey : World Scientific,Physics,Reference Books,20
354,Advances in engineering mechanics reflections and outlooks : in honor of Theodore Y.-T. Wu ,Unknown,52481,2005,Hackensack : World Scientific,Other Areas,Reference Books,5
355,Advances in enzymology and related areas of molecular biology. Vol.1-74 : Cumulative index ,"Toone, Eric J.",3153,2004,New York : John Wiley,Biotechnology,Reference Books,1
356,Advances in enzymology and related areas of molecular biology. Vol.75 ,"Toone, Eric J.",3154,2007,New York : John Wiley,Biotechnology,Reference Books,1
357,Advances in fatigue lifetime predictive techniques ,Unknown,52482,1991,Philadelphia : ASTM,Electronic And Telecommunication Engineering,Reference Books,1
358,Advances in fixed income valuation modeling and risk management ,"Fabozzi, Frank J.",3155,1997,Pa. : Frank J. Fabozzi Associates,Business Administration,Reference Books,1
359,Advances in food diagnostics ,"Nollet, Leo M.L.",3156,2007,Ames : Blackwell Pub.,Food Technology,Reference Books,1
360,Advances in Handwriting Recognition: Series in Machine Perception Artificial Intelligence - Volume 3,"Lee, Seong-Whan",5753,1999,Singapore : World Scientific,Computer Science And Engineering,Reference Books,2
361,Advances in industrial engineering applications and practice I : proceedings of the 1st Annual Inter,Unknown,55964,1996,"Cincinnati, Ohio : International Journal of Industrial Engineering",Industrial Systems Engineering,Reference Books,1
362,Advances in intelligent systems for defence ,"Jain, L. C.",6277,2002,New Jersey : World Scientific,Social Sciences,Reference Books,1
363,Advances in librarianship 1996,"Godden, Irene",5921,1996,"San Diego, London : Academic Press",Other Areas,Reference Books,1
364,Advances in librarianship ,"Lynden, Frederick C.",5918,1993,New York : Academic Press,Other Areas,Reference Books,1
365,Advances in librarianship 1993,"Lynden, Frederick C.",5919,1993,New York : Academic Press,Other Areas,Reference Books,1
366,Advances in librarianship 1995,"Lynden, Frederick C.",5920,1995,New York : Academic Press,Other Areas,Reference Books,1
367,Advances in librarianship 1997,"Lynden, Frederick C.",5922,1997,New York : Academic Press,Other Areas,Reference Books,1
368,Advances in librarianship 1998,"Lynden, Frederick C.",5923,1998,New York : Academic Press,Other Areas,Reference Books,1
369,Advances in librarianship 1999,"Lynden, Frederick C.",5924,1999,New York : Academic Press,Other Areas,Reference Books,1
370,Advances in librarianship 2000,"Lynden, Frederick C.",5925,2000,New York : Academic Press,Other Areas,Reference Books,1
371,Advances in librarianship 2001,"Lynden, Frederick C.",5926,2001,New York : Academic Press,Other Areas,Reference Books,1
372,Advances in librarianship 2002,"Lynden, Frederick C.",5927,2002,New York : Academic Press,Other Areas,Reference Books,1
373,Advances in meshfree and X-FEM methods : proceedings of the 1st Asian Workshop on Meshfree Methods,Unknown,52483,2003,Singapore : World Scientific,Natural Science,Reference Books,20
374,Advances in multi-photon processes and spectroscopy 2003,"Lin, S H",7001,2003,New Jersey : World Scientific,Mathematics,Reference Books,1
375,Advances in multi-photon processes and spectroscopy ,"Lin, S H",7014,1986,Singapore : World Scientific,Chemical Applications,Reference Books,20
376,Advances in multi-photon processes and spectroscopy : vol 14 Quantum control of molecular reaction d,"Gordon, R J",7218,2001,Singapore : World Scientific,Physics,Reference Books,13
377,Advances in photochemistry. Vol. 28 ,"Neckers, Douglas C.",3157,2005,Hoboken : John Wiley,Chemical Applications,Reference Books,1
378,Advances in photochemistry. Vol. 29 ,"Neckers, Douglas C.",3158,2007,Hoboken : John Wiley,Chemical Applications,Reference Books,1
379,Advances in quantitative analysis of finance and accounting ,"Lee, Cheng-Few",6098,2004,New Jersey : World Scientific,Business Administration,Reference Books,1
380,Advances in ring theory : Proceedings of the 4th China-Japan-Korea International conference 24-28 Ju,"Chen, J. L.",6839,2005,New Jersey : World Scientific,Mathematics,Reference Books,6
381,Advances in scattering and biomedical engineering : proceedings of the Sixth International Workshop,"iuseppe Nardulli,",52484,2004,New Jersey : World Scientific,Biomedical Engineering,Reference Books,20
382,Advances in semiconductor lasers and applications to optoelectronics ,Unknown,54220,2000,Singapore : World Scientific,Electronic And Telecommunication Engineering,Reference Books,1
383,Advances in software engineering and knowledge engineering 1993,"Ambriola, Vincenzo",2045,1993,"Singapore ; River Edge, NJ : World Scientific",Computer Science And Engineering,Reference Books,10
384,Advances in software engineering and knowledge engineering ,"Ambriola, Vincenzo",2046,1993,"Singapore ; River Edge, NJ : World Scientific",Computer Science And Engineering,Reference Books,10
385,"Advances in statistics, combinatorics and related areas : selected papers from the SCRA2001-FIM VIII","Gulati, Chandra",6993,2002,New Jersey : World Scientific,Mathematics,Reference Books,11
386,"Advances in surface acoustic wave technology, systems, and applications ",Unknown,55417,2000,Singapore : World Scientific,Electronic And Telecommunication Engineering,Reference Books,1
387,"Advances in surface acoustic wave technology, systems, and applications. ",Unknown,55418,2001,Singapore : World Scientific,Electronic And Telecommunication Engineering,Reference Books,1
388,Advances in telephone survey methodology ,"Lepkowski, James M.",3159,2006,"Hoboken, N.J. : John Wiley And Sons",Computer Science And Engineering,Reference Books,1
389,Advances in the efficieney of computational methods and applications ,Ioannis K. Argyros,6779,2000,Singapore : World Scientific,Mathematics,Reference Books,1
390,Advances in understanding genetic changes in cancer : impact on diagnosis and treatment decisions in,Unknown,52485,1992,"Washington, D.C : National Academy Press",Biomedical Engineering,Reference Books,5
391,Advancing campus efficiencies : a companion for campus leaders in the digital era ,"Johnstone, Sally (Sally M.)",3160,2007,Mass. : Anker Pub.,Social Sciences,Reference Books,1
392,Adventures in 3-D ,"Wolfgram, Douglas E.",5767,1993,Carmel : QUE,Computer Science And Engineering,Reference Books,1
393,Adventures in chemical physics ,"Berry, R. Stephen",3161,2006,Hoboken : John Wiley,Biotechnology,Reference Books,1
394,Advertising and promotion : An integrated marketing communications perspective ,"Belch, George E.",1623,2007,Boston : McGraw-Hill Irwin,Business Administration,Curriculum,2
395,Advising entrepreneurs : dynamic strategies for financial growth ,"Lane, Marc J.",3162,2001,New York : John Wiley And Sons,Business Administration,Reference Books,1
396,Aeronautical technologies for the twenty-first century ,Unknown,8018,1992,Washington : National Academy Press,Other Areas,Reference Books,3
397,Afc black book ,"Walnum, Clayton",5224,1998,"Scottsdale, Arizona : Coriolis Group Books",Computer Science And Engineering,Reference Books,1
398,Affordable cleanup? : Opportunities for cost reduction in the decontamination and decommissioning of,Unknown,6384,1996,Washington : National Academy Press,Social Sciences,Reference Books,2
399,African birds of prey ,"Tarboton, W. R. (Warwick Rowe)",11895,1990,"Ithaca, New York : Cornell university press",Biotechnology,Reference Books,1
400,After Effects and Photoshop : animation and production effects for DV and film ,"Foster, Jeff",3163,2004,Indianapolis : John Wiley,Computer Science And Engineering,Reference Books,1
401,After the parade ,"Garlock, Dorothy",7782,2000,New York : Warner Books,Other Areas,Reference Books,1
402,Age of empires III : official strategies And​ secrets ,"Radcliffe, Doug",3164,2005,Indianapolis : John Wiley And Sons,Entertainment,Reference Books,1
403,Age of greed ,"Madrick, Jeffrey G.",57440,2011,New York : Alfred A. Knopf,Business Administration,Reference Books,1
404,Agricultural crop issues and policies ,Unknown,6432,1993,"Washington,DC : National Academy Press",Social Sciences,Reference Books,4
